C++ doc,url
tensorflow::ops::ResourceScatterNdUpdate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-scatter-nd-update.html
tensorflow::ops::ScatterAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-add.html
tensorflow::ops::ScatterDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-div.html
tensorflow::ops::ScatterMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-max.html
tensorflow::ops::ScatterMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-min.html
tensorflow::ops::ScatterMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-mul.html
tensorflow::ops::ScatterNdAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-nd-add.html
tensorflow::ops::ScatterNdSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-nd-sub.html
tensorflow::ops::ScatterNdUpdate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-nd-update.html
tensorflow::ops::ScatterSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-sub.html
tensorflow::ops::ScatterUpdate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/scatter-update.html
tensorflow::ops::TemporaryVariable,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/temporary-variable.html
tensorflow::ops::Variable,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/variable.html
tensorflow::ops::AsString,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/as-string.html
tensorflow::ops::DecodeBase64,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-base64.html
tensorflow::ops::EncodeBase64,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-base64.html
tensorflow::ops::ReduceJoin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reduce-join.html
tensorflow::ops::RegexFullMatch,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/regex-full-match.html
tensorflow::ops::RegexReplace,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/regex-replace.html
tensorflow::ops::StringFormat,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-format.html
tensorflow::ops::StringJoin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-join.html
tensorflow::ops::StringLength,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-length.html
tensorflow::ops::StringLower,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-lower.html
tensorflow::ops::StringNGrams,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-n-grams.html
tensorflow::ops::StringSplit,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-split.html
tensorflow::ops::StringSplitV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-split-v2.html
tensorflow::ops::StringStrip,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-strip.html
tensorflow::ops::StringToHashBucket,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-to-hash-bucket.html
tensorflow::ops::StringToHashBucketFast,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-to-hash-bucket-fast.html
tensorflow::ops::StringToHashBucketStrong,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-to-hash-bucket-strong.html
tensorflow::ops::StringUpper,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-upper.html
tensorflow::ops::Substr,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/substr.html
tensorflow::ops::UnicodeScript,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unicode-script.html
tensorflow::ops::UnicodeTranscode,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unicode-transcode.html
tensorflow::ops::UnsortedSegmentJoin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-join.html
tensorflow::ops::ApplyAdadelta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-adadelta.html
tensorflow::ops::ApplyAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-adagrad.html
tensorflow::ops::ApplyAdagradDA,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-adagrad-d-a.html
tensorflow::ops::ApplyAdam,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-adam.html
tensorflow::ops::ApplyAddSign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-add-sign.html
tensorflow::ops::ApplyCenteredRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-centered-r-m-s-prop.html
tensorflow::ops::ApplyFtrl,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-ftrl.html
tensorflow::ops::ApplyFtrlV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-ftrl-v2.html
tensorflow::ops::ApplyGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-gradient-descent.html
tensorflow::ops::ApplyMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-momentum.html
tensorflow::ops::ApplyPowerSign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-power-sign.html
tensorflow::ops::ApplyProximalAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-proximal-adagrad.html
tensorflow::ops::ApplyProximalGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-proximal-gradient-descent.html
tensorflow::ops::ApplyRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/apply-r-m-s-prop.html
tensorflow::ops::ResourceApplyAdadelta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-adadelta.html
tensorflow::ops::ResourceApplyAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-adagrad.html
tensorflow::ops::ResourceApplyAdagradDA,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-adagrad-d-a.html
tensorflow::ops::ResourceApplyAdam,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-adam.html
tensorflow::ops::ResourceApplyAdamWithAmsgrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-adam-with-amsgrad.html
tensorflow::ops::ResourceApplyAddSign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-add-sign.html
tensorflow::ops::ResourceApplyCenteredRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-centered-r-m-s-prop.html
tensorflow::ops::ResourceApplyFtrl,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-ftrl.html
tensorflow::ops::ResourceApplyFtrlV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-ftrl-v2.html
tensorflow::ops::ResourceApplyGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-gradient-descent.html
tensorflow::ops::ResourceApplyKerasMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-keras-momentum.html
tensorflow::ops::ResourceApplyMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-momentum.html
tensorflow::ops::ResourceApplyPowerSign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-power-sign.html
tensorflow::ops::ResourceApplyProximalAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-proximal-adagrad.html
tensorflow::ops::ResourceApplyProximalGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-proximal-gradient-descent.html
tensorflow::ops::ResourceApplyRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-apply-r-m-s-prop.html
tensorflow::ops::ResourceSparseApplyAdadelta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-adadelta.html
tensorflow::ops::ResourceSparseApplyAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-adagrad.html
tensorflow::ops::ResourceSparseApplyAdagradDA,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-adagrad-d-a.html
tensorflow::ops::ResourceSparseApplyCenteredRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-centered-r-m-s-prop.html
tensorflow::ops::ResourceSparseApplyFtrl,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-ftrl.html
tensorflow::ops::ResourceSparseApplyFtrlV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-ftrl-v2.html
tensorflow::ops::ResourceSparseApplyKerasMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-keras-momentum.html
tensorflow::ops::ResourceSparseApplyMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-momentum.html
tensorflow::ops::ResourceSparseApplyProximalAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-proximal-adagrad.html
tensorflow::ops::ResourceSparseApplyProximalGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-proximal-gradient-descent.html
tensorflow::ops::ResourceSparseApplyRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-sparse-apply-r-m-s-prop.html
tensorflow::ops::SparseApplyAdadelta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-adadelta.html
tensorflow::ops::SparseApplyAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-adagrad.html
tensorflow::ops::SparseApplyAdagradDA,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-adagrad-d-a.html
tensorflow::ops::SparseApplyCenteredRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-centered-r-m-s-prop.html
tensorflow::ops::SparseApplyFtrl,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-ftrl.html
tensorflow::ops::SparseApplyFtrlV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-ftrl-v2.html
tensorflow::ops::SparseApplyMomentum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-momentum.html
tensorflow::ops::SparseApplyProximalAdagrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-proximal-adagrad.html
tensorflow::ops::SparseApplyProximalGradientDescent,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-proximal-gradient-descent.html
tensorflow::ops::SparseApplyRMSProp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-apply-r-m-s-prop.html
tensorflow::ops::Fact,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fact.html
