PY_API,URL,ALIASES,CPP_API,CPP_URL
transpose,https://www.tensorflow.org/api_docs/python/tf/image/transpose,"['tf.compat.v1.image.transpose', 'tf.compat.v1.image.transpose_image', 'tf.compat.v2.image.transpose']",,
yiq_to_rgb,https://www.tensorflow.org/api_docs/python/tf/image/yiq_to_rgb,"['tf.compat.v1.image.yiq_to_rgb', 'tf.compat.v2.image.yiq_to_rgb']",,
yuv_to_rgb,https://www.tensorflow.org/api_docs/python/tf/image/yuv_to_rgb,"['tf.compat.v1.image.yuv_to_rgb', 'tf.compat.v2.image.yuv_to_rgb']",,
decode_and_crop_jpeg,https://www.tensorflow.org/api_docs/python/tf/io/decode_and_crop_jpeg,"['tf.compat.v1.image.decode_and_crop_jpeg', 'tf.compat.v1.io.decode_and_crop_jpeg', 'tf.compat.v2.image.decode_and_crop_jpeg', 'tf.compat.v2.io.decode_and_crop_jpeg']",tensorflow::ops::DecodeAndCropJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-and-crop-jpeg.html
decode_base64,https://www.tensorflow.org/api_docs/python/tf/io/decode_base64,"['tf.compat.v1.decode_base64', 'tf.compat.v1.io.decode_base64', 'tf.compat.v2.io.decode_base64']",tensorflow::ops::DecodeBase64,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-base64.html
decode_bmp,https://www.tensorflow.org/api_docs/python/tf/io/decode_bmp,"['tf.compat.v1.image.decode_bmp', 'tf.compat.v1.io.decode_bmp', 'tf.compat.v2.image.decode_bmp', 'tf.compat.v2.io.decode_bmp']",tensorflow::ops::DecodeBmp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-bmp.html
decode_compressed,https://www.tensorflow.org/api_docs/python/tf/io/decode_compressed,"['tf.compat.v1.decode_compressed', 'tf.compat.v1.io.decode_compressed', 'tf.compat.v2.io.decode_compressed']",tensorflow::ops::DecodeCompressed,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-compressed.html
decode_csv,https://www.tensorflow.org/api_docs/python/tf/io/decode_csv,['tf.compat.v2.io.decode_csv'],,
decode_gif,https://www.tensorflow.org/api_docs/python/tf/io/decode_gif,"['tf.compat.v1.image.decode_gif', 'tf.compat.v1.io.decode_gif', 'tf.compat.v2.image.decode_gif', 'tf.compat.v2.io.decode_gif']",tensorflow::ops::DecodeGif,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-gif.html
decode_image,https://www.tensorflow.org/api_docs/python/tf/io/decode_image,"['tf.compat.v1.image.decode_image', 'tf.compat.v1.io.decode_image', 'tf.compat.v2.image.decode_image', 'tf.compat.v2.io.decode_image']",,
decode_jpeg,https://www.tensorflow.org/api_docs/python/tf/io/decode_jpeg,"['tf.compat.v1.image.decode_jpeg', 'tf.compat.v1.io.decode_jpeg', 'tf.compat.v2.image.decode_jpeg', 'tf.compat.v2.io.decode_jpeg']",tensorflow::ops::DecodeJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-jpeg.html
decode_json_example,https://www.tensorflow.org/api_docs/python/tf/io/decode_json_example,"['tf.compat.v1.decode_json_example', 'tf.compat.v1.io.decode_json_example', 'tf.compat.v2.io.decode_json_example']",,
decode_png,https://www.tensorflow.org/api_docs/python/tf/io/decode_png,"['tf.compat.v1.image.decode_png', 'tf.compat.v1.io.decode_png', 'tf.compat.v2.image.decode_png', 'tf.compat.v2.io.decode_png']",tensorflow::ops::DecodePng,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-png.html
decode_proto,https://www.tensorflow.org/api_docs/python/tf/io/decode_proto,"['tf.compat.v1.io.decode_proto', 'tf.compat.v2.io.decode_proto']",,
decode_raw,https://www.tensorflow.org/api_docs/python/tf/io/decode_raw,['tf.compat.v2.io.decode_raw'],,
deserialize_many_sparse,https://www.tensorflow.org/api_docs/python/tf/io/deserialize_many_sparse,"['tf.compat.v1.deserialize_many_sparse', 'tf.compat.v1.io.deserialize_many_sparse', 'tf.compat.v2.io.deserialize_many_sparse']",tensorflow::ops::DeserializeManySparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/deserialize-many-sparse.html
encode_base64,https://www.tensorflow.org/api_docs/python/tf/io/encode_base64,"['tf.compat.v1.encode_base64', 'tf.compat.v1.io.encode_base64', 'tf.compat.v2.io.encode_base64']",tensorflow::ops::EncodeBase64,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-base64.html
encode_jpeg,https://www.tensorflow.org/api_docs/python/tf/io/encode_jpeg,"['tf.compat.v1.image.encode_jpeg', 'tf.compat.v1.io.encode_jpeg', 'tf.compat.v2.image.encode_jpeg', 'tf.compat.v2.io.encode_jpeg']",tensorflow::ops::EncodeJpeg,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/encode-jpeg.html
encode_proto,https://www.tensorflow.org/api_docs/python/tf/io/encode_proto,"['tf.compat.v1.io.encode_proto', 'tf.compat.v2.io.encode_proto']",,
extract_jpeg_shape,https://www.tensorflow.org/api_docs/python/tf/io/extract_jpeg_shape,"['tf.compat.v1.image.extract_jpeg_shape', 'tf.compat.v1.io.extract_jpeg_shape', 'tf.compat.v2.image.extract_jpeg_shape', 'tf.compat.v2.io.extract_jpeg_shape']",tensorflow::ops::ExtractJpegShape,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/extract-jpeg-shape.html
FixedLenFeature,https://www.tensorflow.org/api_docs/python/tf/io/FixedLenFeature,"['tf.compat.v1.FixedLenFeature', 'tf.compat.v1.io.FixedLenFeature', 'tf.compat.v2.io.FixedLenFeature']",,
FixedLenSequenceFeature,https://www.tensorflow.org/api_docs/python/tf/io/FixedLenSequenceFeature,"['tf.compat.v1.FixedLenSequenceFeature', 'tf.compat.v1.io.FixedLenSequenceFeature', 'tf.compat.v2.io.FixedLenSequenceFeature']",,
is_jpeg,https://www.tensorflow.org/api_docs/python/tf/io/is_jpeg,"['tf.compat.v1.image.is_jpeg', 'tf.compat.v1.io.is_jpeg', 'tf.compat.v2.image.is_jpeg', 'tf.compat.v2.io.is_jpeg']",,
matching_files,https://www.tensorflow.org/api_docs/python/tf/io/matching_files,"['tf.compat.v1.io.matching_files', 'tf.compat.v1.matching_files', 'tf.compat.v2.io.matching_files']",tensorflow::ops::MatchingFiles,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/matching-files.html
match_filenames_once,https://www.tensorflow.org/api_docs/python/tf/io/match_filenames_once,"['tf.compat.v1.io.match_filenames_once', 'tf.compat.v1.train.match_filenames_once', 'tf.compat.v2.io.match_filenames_once']",,
parse_example,https://www.tensorflow.org/api_docs/python/tf/io/parse_example,['tf.compat.v2.io.parse_example'],,
parse_sequence_example,https://www.tensorflow.org/api_docs/python/tf/io/parse_sequence_example,"['tf.compat.v1.io.parse_sequence_example', 'tf.compat.v2.io.parse_sequence_example']",tensorflow::ops::ParseSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-sequence-example.html
parse_single_example,https://www.tensorflow.org/api_docs/python/tf/io/parse_single_example,['tf.compat.v2.io.parse_single_example'],,
parse_single_sequence_example,https://www.tensorflow.org/api_docs/python/tf/io/parse_single_sequence_example,"['tf.compat.v1.io.parse_single_sequence_example', 'tf.compat.v1.parse_single_sequence_example', 'tf.compat.v2.io.parse_single_sequence_example']",tensorflow::ops::ParseSingleSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-sequence-example.html
parse_tensor,https://www.tensorflow.org/api_docs/python/tf/io/parse_tensor,"['tf.compat.v1.io.parse_tensor', 'tf.compat.v1.parse_tensor', 'tf.compat.v2.io.parse_tensor']",tensorflow::ops::ParseTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-tensor.html
RaggedFeature,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature,"['tf.compat.v1.io.RaggedFeature', 'tf.compat.v2.io.RaggedFeature']",,
RaggedFeature.RowLengths,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/RowLengths,"['tf.compat.v1.io.RaggedFeature.RowLengths', 'tf.compat.v2.io.RaggedFeature.RowLengths']",,
RaggedFeature.RowLimits,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/RowLimits,"['tf.compat.v1.io.RaggedFeature.RowLimits', 'tf.compat.v2.io.RaggedFeature.RowLimits']",,
RaggedFeature.RowSplits,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/RowSplits,"['tf.compat.v1.io.RaggedFeature.RowSplits', 'tf.compat.v2.io.RaggedFeature.RowSplits']",,
RaggedFeature.RowStarts,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/RowStarts,"['tf.compat.v1.io.RaggedFeature.RowStarts', 'tf.compat.v2.io.RaggedFeature.RowStarts']",,
RaggedFeature.UniformRowLength,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/UniformRowLength,"['tf.compat.v1.io.RaggedFeature.UniformRowLength', 'tf.compat.v2.io.RaggedFeature.UniformRowLength']",,
RaggedFeature.ValueRowIds,https://www.tensorflow.org/api_docs/python/tf/io/RaggedFeature/ValueRowIds,"['tf.compat.v1.io.RaggedFeature.ValueRowIds', 'tf.compat.v2.io.RaggedFeature.ValueRowIds']",,
read_file,https://www.tensorflow.org/api_docs/python/tf/io/read_file,"['tf.compat.v1.io.read_file', 'tf.compat.v1.read_file', 'tf.compat.v2.io.read_file']",tensorflow::ops::ReadFile,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/read-file.html
serialize_many_sparse,https://www.tensorflow.org/api_docs/python/tf/io/serialize_many_sparse,['tf.compat.v2.io.serialize_many_sparse'],,
serialize_sparse,https://www.tensorflow.org/api_docs/python/tf/io/serialize_sparse,['tf.compat.v2.io.serialize_sparse'],,
serialize_tensor,https://www.tensorflow.org/api_docs/python/tf/io/serialize_tensor,"['tf.compat.v1.io.serialize_tensor', 'tf.compat.v1.serialize_tensor', 'tf.compat.v2.io.serialize_tensor']",tensorflow::ops::SerializeTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/serialize-tensor.html
SparseFeature,https://www.tensorflow.org/api_docs/python/tf/io/SparseFeature,"['tf.compat.v1.SparseFeature', 'tf.compat.v1.io.SparseFeature', 'tf.compat.v2.io.SparseFeature']",,
TFRecordOptions,https://www.tensorflow.org/api_docs/python/tf/io/TFRecordOptions,"['tf.compat.v1.io.TFRecordOptions', 'tf.compat.v1.python_io.TFRecordOptions', 'tf.compat.v2.io.TFRecordOptions']",,
TFRecordWriter,https://www.tensorflow.org/api_docs/python/tf/io/TFRecordWriter,"['tf.compat.v1.io.TFRecordWriter', 'tf.compat.v1.python_io.TFRecordWriter', 'tf.compat.v2.io.TFRecordWriter']",,
VarLenFeature,https://www.tensorflow.org/api_docs/python/tf/io/VarLenFeature,"['tf.compat.v1.VarLenFeature', 'tf.compat.v1.io.VarLenFeature', 'tf.compat.v2.io.VarLenFeature']",,
write_file,https://www.tensorflow.org/api_docs/python/tf/io/write_file,"['tf.compat.v1.io.write_file', 'tf.compat.v1.write_file', 'tf.compat.v2.io.write_file']",tensorflow::ops::WriteFile,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/write-file.html
write_graph,https://www.tensorflow.org/api_docs/python/tf/io/write_graph,"['tf.compat.v1.io.write_graph', 'tf.compat.v1.train.write_graph', 'tf.compat.v2.io.write_graph']",,
copy,https://www.tensorflow.org/api_docs/python/tf/io/gfile/copy,"['tf.compat.v1.io.gfile.copy', 'tf.compat.v2.io.gfile.copy']",,
exists,https://www.tensorflow.org/api_docs/python/tf/io/gfile/exists,"['tf.compat.v1.io.gfile.exists', 'tf.compat.v2.io.gfile.exists']",,
GFile,https://www.tensorflow.org/api_docs/python/tf/io/gfile/GFile,"['tf.compat.v1.gfile.GFile', 'tf.compat.v1.gfile.Open', 'tf.compat.v1.io.gfile.GFile', 'tf.compat.v2.io.gfile.GFile']",,
glob,https://www.tensorflow.org/api_docs/python/tf/io/gfile/glob,"['tf.compat.v1.io.gfile.glob', 'tf.compat.v2.io.gfile.glob']",,
isdir,https://www.tensorflow.org/api_docs/python/tf/io/gfile/isdir,"['tf.compat.v1.io.gfile.isdir', 'tf.compat.v2.io.gfile.isdir']",,
listdir,https://www.tensorflow.org/api_docs/python/tf/io/gfile/listdir,"['tf.compat.v1.io.gfile.listdir', 'tf.compat.v2.io.gfile.listdir']",,
makedirs,https://www.tensorflow.org/api_docs/python/tf/io/gfile/makedirs,"['tf.compat.v1.io.gfile.makedirs', 'tf.compat.v2.io.gfile.makedirs']",,
mkdir,https://www.tensorflow.org/api_docs/python/tf/io/gfile/mkdir,"['tf.compat.v1.io.gfile.mkdir', 'tf.compat.v2.io.gfile.mkdir']",,
remove,https://www.tensorflow.org/api_docs/python/tf/io/gfile/remove,"['tf.compat.v1.io.gfile.remove', 'tf.compat.v2.io.gfile.remove']",,
rename,https://www.tensorflow.org/api_docs/python/tf/io/gfile/rename,"['tf.compat.v1.io.gfile.rename', 'tf.compat.v2.io.gfile.rename']",,
rmtree,https://www.tensorflow.org/api_docs/python/tf/io/gfile/rmtree,"['tf.compat.v1.io.gfile.rmtree', 'tf.compat.v2.io.gfile.rmtree']",,
stat,https://www.tensorflow.org/api_docs/python/tf/io/gfile/stat,"['tf.compat.v1.io.gfile.stat', 'tf.compat.v2.io.gfile.stat']",,
walk,https://www.tensorflow.org/api_docs/python/tf/io/gfile/walk,"['tf.compat.v1.io.gfile.walk', 'tf.compat.v2.io.gfile.walk']",,
Input,https://www.tensorflow.org/api_docs/python/tf/keras/Input,"['tf.compat.v1.keras.Input', 'tf.compat.v1.keras.layers.Input', 'tf.compat.v2.keras.Input', 'tf.compat.v2.keras.layers.Input']",,
Model,https://www.tensorflow.org/api_docs/python/tf/keras/Model,"['tf.compat.v1.keras.Model', 'tf.compat.v1.keras.models.Model', 'tf.compat.v2.keras.Model', 'tf.compat.v2.keras.models.Model']",,
Sequential,https://www.tensorflow.org/api_docs/python/tf/keras/Sequential,"['tf.compat.v1.keras.Sequential', 'tf.compat.v1.keras.models.Sequential', 'tf.compat.v2.keras.Sequential', 'tf.compat.v2.keras.models.Sequential']",,
deserialize,https://www.tensorflow.org/api_docs/python/tf/keras/activations/deserialize,"['tf.compat.v1.keras.activations.deserialize', 'tf.compat.v2.keras.activations.deserialize']",,
elu,https://www.tensorflow.org/api_docs/python/tf/keras/activations/elu,"['tf.compat.v1.keras.activations.elu', 'tf.compat.v2.keras.activations.elu']",tensorflow::ops::Elu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/elu.html
exponential,https://www.tensorflow.org/api_docs/python/tf/keras/activations/exponential,"['tf.compat.v1.keras.activations.exponential', 'tf.compat.v2.keras.activations.exponential']",,
get,https://www.tensorflow.org/api_docs/python/tf/keras/activations/get,"['tf.compat.v1.keras.activations.get', 'tf.compat.v2.keras.activations.get']",,
hard_sigmoid,https://www.tensorflow.org/api_docs/python/tf/keras/activations/hard_sigmoid,"['tf.compat.v1.keras.activations.hard_sigmoid', 'tf.compat.v2.keras.activations.hard_sigmoid']",,
linear,https://www.tensorflow.org/api_docs/python/tf/keras/activations/linear,"['tf.compat.v1.keras.activations.linear', 'tf.compat.v2.keras.activations.linear']",,
relu,https://www.tensorflow.org/api_docs/python/tf/keras/activations/relu,"['tf.compat.v1.keras.activations.relu', 'tf.compat.v2.keras.activations.relu']",tensorflow::ops::Relu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/relu.html
selu,https://www.tensorflow.org/api_docs/python/tf/keras/activations/selu,"['tf.compat.v1.keras.activations.selu', 'tf.compat.v2.keras.activations.selu']",tensorflow::ops::Selu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/selu.html
serialize,https://www.tensorflow.org/api_docs/python/tf/keras/activations/serialize,"['tf.compat.v1.keras.activations.serialize', 'tf.compat.v2.keras.activations.serialize']",,
sigmoid,https://www.tensorflow.org/api_docs/python/tf/keras/activations/sigmoid,"['tf.compat.v1.keras.activations.sigmoid', 'tf.compat.v2.keras.activations.sigmoid']",tensorflow::ops::Sigmoid,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sigmoid.html
softmax,https://www.tensorflow.org/api_docs/python/tf/keras/activations/softmax,"['tf.compat.v1.keras.activations.softmax', 'tf.compat.v2.keras.activations.softmax']",,
softplus,https://www.tensorflow.org/api_docs/python/tf/keras/activations/softplus,"['tf.compat.v1.keras.activations.softplus', 'tf.compat.v2.keras.activations.softplus']",tensorflow::ops::Softplus,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softplus.html
softsign,https://www.tensorflow.org/api_docs/python/tf/keras/activations/softsign,"['tf.compat.v1.keras.activations.softsign', 'tf.compat.v2.keras.activations.softsign']",tensorflow::ops::Softsign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softsign.html
tanh,https://www.tensorflow.org/api_docs/python/tf/keras/activations/tanh,"['tf.compat.v1.keras.activations.tanh', 'tf.compat.v2.keras.activations.tanh']",tensorflow::ops::Tanh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tanh.html
DenseNet121,https://www.tensorflow.org/api_docs/python/tf/keras/applications/DenseNet121,"['tf.compat.v1.keras.applications.DenseNet121', 'tf.compat.v1.keras.applications.densenet.DenseNet121', 'tf.compat.v2.keras.applications.DenseNet121', 'tf.compat.v2.keras.applications.densenet.DenseNet121']",,
DenseNet169,https://www.tensorflow.org/api_docs/python/tf/keras/applications/DenseNet169,"['tf.compat.v1.keras.applications.DenseNet169', 'tf.compat.v1.keras.applications.densenet.DenseNet169', 'tf.compat.v2.keras.applications.DenseNet169', 'tf.compat.v2.keras.applications.densenet.DenseNet169']",,
DenseNet201,https://www.tensorflow.org/api_docs/python/tf/keras/applications/DenseNet201,"['tf.compat.v1.keras.applications.DenseNet201', 'tf.compat.v1.keras.applications.densenet.DenseNet201', 'tf.compat.v2.keras.applications.DenseNet201', 'tf.compat.v2.keras.applications.densenet.DenseNet201']",,
InceptionResNetV2,https://www.tensorflow.org/api_docs/python/tf/keras/applications/InceptionResNetV2,"['tf.compat.v1.keras.applications.InceptionResNetV2', 'tf.compat.v1.keras.applications.inception_resnet_v2.InceptionResNetV2', 'tf.compat.v2.keras.applications.InceptionResNetV2', 'tf.compat.v2.keras.applications.inception_resnet_v2.InceptionResNetV2']",,
InceptionV3,https://www.tensorflow.org/api_docs/python/tf/keras/applications/InceptionV3,"['tf.compat.v1.keras.applications.InceptionV3', 'tf.compat.v1.keras.applications.inception_v3.InceptionV3', 'tf.compat.v2.keras.applications.InceptionV3', 'tf.compat.v2.keras.applications.inception_v3.InceptionV3']",,
MobileNet,https://www.tensorflow.org/api_docs/python/tf/keras/applications/MobileNet,"['tf.compat.v1.keras.applications.MobileNet', 'tf.compat.v1.keras.applications.mobilenet.MobileNet', 'tf.compat.v2.keras.applications.MobileNet', 'tf.compat.v2.keras.applications.mobilenet.MobileNet']",,
MobileNetV2,https://www.tensorflow.org/api_docs/python/tf/keras/applications/MobileNetV2,"['tf.compat.v1.keras.applications.MobileNetV2', 'tf.compat.v1.keras.applications.mobilenet_v2.MobileNetV2', 'tf.compat.v2.keras.applications.MobileNetV2', 'tf.compat.v2.keras.applications.mobilenet_v2.MobileNetV2']",,
NASNetLarge,https://www.tensorflow.org/api_docs/python/tf/keras/applications/NASNetLarge,"['tf.compat.v1.keras.applications.NASNetLarge', 'tf.compat.v1.keras.applications.nasnet.NASNetLarge', 'tf.compat.v2.keras.applications.NASNetLarge', 'tf.compat.v2.keras.applications.nasnet.NASNetLarge']",,
NASNetMobile,https://www.tensorflow.org/api_docs/python/tf/keras/applications/NASNetMobile,"['tf.compat.v1.keras.applications.NASNetMobile', 'tf.compat.v1.keras.applications.nasnet.NASNetMobile', 'tf.compat.v2.keras.applications.NASNetMobile', 'tf.compat.v2.keras.applications.nasnet.NASNetMobile']",,
ResNet101,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet101,"['tf.compat.v1.keras.applications.ResNet101', 'tf.compat.v1.keras.applications.resnet.ResNet101', 'tf.compat.v2.keras.applications.ResNet101', 'tf.compat.v2.keras.applications.resnet.ResNet101']",,
ResNet101V2,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet101V2,"['tf.compat.v1.keras.applications.ResNet101V2', 'tf.compat.v1.keras.applications.resnet_v2.ResNet101V2', 'tf.compat.v2.keras.applications.ResNet101V2', 'tf.compat.v2.keras.applications.resnet_v2.ResNet101V2']",,
ResNet152,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet152,"['tf.compat.v1.keras.applications.ResNet152', 'tf.compat.v1.keras.applications.resnet.ResNet152', 'tf.compat.v2.keras.applications.ResNet152', 'tf.compat.v2.keras.applications.resnet.ResNet152']",,
ResNet152V2,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet152V2,"['tf.compat.v1.keras.applications.ResNet152V2', 'tf.compat.v1.keras.applications.resnet_v2.ResNet152V2', 'tf.compat.v2.keras.applications.ResNet152V2', 'tf.compat.v2.keras.applications.resnet_v2.ResNet152V2']",,
ResNet50,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet50,"['tf.compat.v1.keras.applications.ResNet50', 'tf.compat.v1.keras.applications.resnet.ResNet50', 'tf.compat.v1.keras.applications.resnet50.ResNet50', 'tf.compat.v2.keras.applications.ResNet50', 'tf.compat.v2.keras.applications.resnet.ResNet50', 'tf.compat.v2.keras.applications.resnet50.ResNet50']",,
ResNet50V2,https://www.tensorflow.org/api_docs/python/tf/keras/applications/ResNet50V2,"['tf.compat.v1.keras.applications.ResNet50V2', 'tf.compat.v1.keras.applications.resnet_v2.ResNet50V2', 'tf.compat.v2.keras.applications.ResNet50V2', 'tf.compat.v2.keras.applications.resnet_v2.ResNet50V2']",,
VGG16,https://www.tensorflow.org/api_docs/python/tf/keras/applications/VGG16,"['tf.compat.v1.keras.applications.VGG16', 'tf.compat.v1.keras.applications.vgg16.VGG16', 'tf.compat.v2.keras.applications.VGG16', 'tf.compat.v2.keras.applications.vgg16.VGG16']",,
VGG19,https://www.tensorflow.org/api_docs/python/tf/keras/applications/VGG19,"['tf.compat.v1.keras.applications.VGG19', 'tf.compat.v1.keras.applications.vgg19.VGG19', 'tf.compat.v2.keras.applications.VGG19', 'tf.compat.v2.keras.applications.vgg19.VGG19']",,
Xception,https://www.tensorflow.org/api_docs/python/tf/keras/applications/Xception,"['tf.compat.v1.keras.applications.Xception', 'tf.compat.v1.keras.applications.xception.Xception', 'tf.compat.v2.keras.applications.Xception', 'tf.compat.v2.keras.applications.xception.Xception']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/densenet/decode_predictions,"['tf.compat.v1.keras.applications.densenet.decode_predictions', 'tf.compat.v2.keras.applications.densenet.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/densenet/preprocess_input,"['tf.compat.v1.keras.applications.densenet.preprocess_input', 'tf.compat.v2.keras.applications.densenet.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/imagenet_utils/decode_predictions,"['tf.compat.v1.keras.applications.imagenet_utils.decode_predictions', 'tf.compat.v2.keras.applications.imagenet_utils.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/imagenet_utils/preprocess_input,"['tf.compat.v1.keras.applications.imagenet_utils.preprocess_input', 'tf.compat.v2.keras.applications.imagenet_utils.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/inception_resnet_v2/decode_predictions,"['tf.compat.v1.keras.applications.inception_resnet_v2.decode_predictions', 'tf.compat.v2.keras.applications.inception_resnet_v2.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/inception_resnet_v2/preprocess_input,"['tf.compat.v1.keras.applications.inception_resnet_v2.preprocess_input', 'tf.compat.v2.keras.applications.inception_resnet_v2.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/inception_v3/decode_predictions,"['tf.compat.v1.keras.applications.inception_v3.decode_predictions', 'tf.compat.v2.keras.applications.inception_v3.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/inception_v3/preprocess_input,"['tf.compat.v1.keras.applications.inception_v3.preprocess_input', 'tf.compat.v2.keras.applications.inception_v3.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/mobilenet/decode_predictions,"['tf.compat.v1.keras.applications.mobilenet.decode_predictions', 'tf.compat.v2.keras.applications.mobilenet.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/mobilenet/preprocess_input,"['tf.compat.v1.keras.applications.mobilenet.preprocess_input', 'tf.compat.v2.keras.applications.mobilenet.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/mobilenet_v2/decode_predictions,"['tf.compat.v1.keras.applications.mobilenet_v2.decode_predictions', 'tf.compat.v2.keras.applications.mobilenet_v2.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/mobilenet_v2/preprocess_input,"['tf.compat.v1.keras.applications.mobilenet_v2.preprocess_input', 'tf.compat.v2.keras.applications.mobilenet_v2.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/nasnet/decode_predictions,"['tf.compat.v1.keras.applications.nasnet.decode_predictions', 'tf.compat.v2.keras.applications.nasnet.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/nasnet/preprocess_input,"['tf.compat.v1.keras.applications.nasnet.preprocess_input', 'tf.compat.v2.keras.applications.nasnet.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/resnet/decode_predictions,"['tf.compat.v1.keras.applications.resnet.decode_predictions', 'tf.compat.v1.keras.applications.resnet50.decode_predictions', 'tf.compat.v2.keras.applications.resnet.decode_predictions', 'tf.compat.v2.keras.applications.resnet50.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/resnet/preprocess_input,"['tf.compat.v1.keras.applications.resnet.preprocess_input', 'tf.compat.v1.keras.applications.resnet50.preprocess_input', 'tf.compat.v2.keras.applications.resnet.preprocess_input', 'tf.compat.v2.keras.applications.resnet50.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/resnet_v2/decode_predictions,"['tf.compat.v1.keras.applications.resnet_v2.decode_predictions', 'tf.compat.v2.keras.applications.resnet_v2.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/resnet_v2/preprocess_input,"['tf.compat.v1.keras.applications.resnet_v2.preprocess_input', 'tf.compat.v2.keras.applications.resnet_v2.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/vgg16/decode_predictions,"['tf.compat.v1.keras.applications.vgg16.decode_predictions', 'tf.compat.v2.keras.applications.vgg16.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/vgg16/preprocess_input,"['tf.compat.v1.keras.applications.vgg16.preprocess_input', 'tf.compat.v2.keras.applications.vgg16.preprocess_input']",,
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/vgg19/decode_predictions,"['tf.compat.v1.keras.applications.vgg19.decode_predictions', 'tf.compat.v2.keras.applications.vgg19.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/vgg19/preprocess_input,"['tf.compat.v1.keras.applications.vgg19.preprocess_input', 'tf.compat.v2.keras.applications.vgg19.preprocess_input']",,
