PY_API,URL,ALIASES,CPP_API,CPP_URL
as_bytes,https://www.tensorflow.org/api_docs/python/tf/compat/as_bytes,"['tf.compat.v1.compat.as_bytes', 'tf.compat.v2.compat.as_bytes']",,
as_str_any,https://www.tensorflow.org/api_docs/python/tf/compat/as_str_any,"['tf.compat.v1.compat.as_str_any', 'tf.compat.v2.compat.as_str_any']",,
as_text,https://www.tensorflow.org/api_docs/python/tf/compat/as_text,"['tf.compat.v1.compat.as_str', 'tf.compat.v1.compat.as_text', 'tf.compat.v2.compat.as_str', 'tf.compat.v2.compat.as_text']",,
dimension_at_index,https://www.tensorflow.org/api_docs/python/tf/compat/dimension_at_index,"['tf.compat.v1.compat.dimension_at_index', 'tf.compat.v1.dimension_at_index', 'tf.compat.v2.compat.dimension_at_index']",,
dimension_value,https://www.tensorflow.org/api_docs/python/tf/compat/dimension_value,"['tf.compat.v1.compat.dimension_value', 'tf.compat.v1.dimension_value', 'tf.compat.v2.compat.dimension_value']",,
forward_compatibility_horizon,https://www.tensorflow.org/api_docs/python/tf/compat/forward_compatibility_horizon,"['tf.compat.v1.compat.forward_compatibility_horizon', 'tf.compat.v2.compat.forward_compatibility_horizon']",,
forward_compatible,https://www.tensorflow.org/api_docs/python/tf/compat/forward_compatible,"['tf.compat.v1.compat.forward_compatible', 'tf.compat.v2.compat.forward_compatible']",,
path_to_str,https://www.tensorflow.org/api_docs/python/tf/compat/path_to_str,"['tf.compat.v1.compat.path_to_str', 'tf.compat.v2.compat.path_to_str']",,
add_check_numerics_ops,https://www.tensorflow.org/api_docs/python/tf/compat/v1/add_check_numerics_ops,[],,
add_to_collection,https://www.tensorflow.org/api_docs/python/tf/compat/v1/add_to_collection,[],,
add_to_collections,https://www.tensorflow.org/api_docs/python/tf/compat/v1/add_to_collections,[],,
all_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/all_variables,[],,
argmax,https://www.tensorflow.org/api_docs/python/tf/compat/v1/argmax,['tf.compat.v1.math.argmax'],,
argmin,https://www.tensorflow.org/api_docs/python/tf/compat/v1/argmin,['tf.compat.v1.math.argmin'],,
arg_max,https://www.tensorflow.org/api_docs/python/tf/compat/v1/arg_max,[],tensorflow::ops::ArgMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/arg-max.html
arg_min,https://www.tensorflow.org/api_docs/python/tf/compat/v1/arg_min,[],tensorflow::ops::ArgMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/arg-min.html
assert_equal,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_equal,['tf.compat.v1.debugging.assert_equal'],,
assert_greater,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_greater,['tf.compat.v1.debugging.assert_greater'],,
assert_greater_equal,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_greater_equal,['tf.compat.v1.debugging.assert_greater_equal'],,
assert_integer,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_integer,['tf.compat.v1.debugging.assert_integer'],,
assert_less,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_less,['tf.compat.v1.debugging.assert_less'],,
assert_less_equal,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_less_equal,['tf.compat.v1.debugging.assert_less_equal'],,
assert_near,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_near,['tf.compat.v1.debugging.assert_near'],,
assert_negative,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_negative,['tf.compat.v1.debugging.assert_negative'],,
assert_none_equal,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_none_equal,['tf.compat.v1.debugging.assert_none_equal'],,
assert_non_negative,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_non_negative,['tf.compat.v1.debugging.assert_non_negative'],,
assert_non_positive,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_non_positive,['tf.compat.v1.debugging.assert_non_positive'],,
assert_positive,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_positive,['tf.compat.v1.debugging.assert_positive'],,
assert_rank,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_rank,['tf.compat.v1.debugging.assert_rank'],,
assert_rank_at_least,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_rank_at_least,['tf.compat.v1.debugging.assert_rank_at_least'],,
assert_rank_in,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_rank_in,['tf.compat.v1.debugging.assert_rank_in'],,
assert_scalar,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_scalar,['tf.compat.v1.debugging.assert_scalar'],,
assert_type,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_type,['tf.compat.v1.debugging.assert_type'],,
assert_variables_initialized,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assert_variables_initialized,[],,
assign,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assign,[],tensorflow::ops::Assign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign.html
assign_add,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assign_add,[],tensorflow::ops::AssignAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign-add.html
assign_sub,https://www.tensorflow.org/api_docs/python/tf/compat/v1/assign_sub,[],tensorflow::ops::AssignSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign-sub.html
AttrValue,https://www.tensorflow.org/api_docs/python/tf/compat/v1/AttrValue,[],,
AttrValue.ListValue,https://www.tensorflow.org/api_docs/python/tf/compat/v1/AttrValue/ListValue,[],,
batch_gather,https://www.tensorflow.org/api_docs/python/tf/compat/v1/batch_gather,[],,
batch_scatter_update,https://www.tensorflow.org/api_docs/python/tf/compat/v1/batch_scatter_update,[],,
batch_to_space,https://www.tensorflow.org/api_docs/python/tf/compat/v1/batch_to_space,[],,
batch_to_space_nd,https://www.tensorflow.org/api_docs/python/tf/compat/v1/batch_to_space_nd,['tf.compat.v1.manip.batch_to_space_nd'],tensorflow::ops::BatchToSpaceND,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/batch-to-space-n-d.html
bincount,https://www.tensorflow.org/api_docs/python/tf/compat/v1/bincount,['tf.compat.v1.math.bincount'],tensorflow::ops::Bincount,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bincount.html
boolean_mask,https://www.tensorflow.org/api_docs/python/tf/compat/v1/boolean_mask,[],,
case,https://www.tensorflow.org/api_docs/python/tf/compat/v1/case,[],,
clip_by_average_norm,https://www.tensorflow.org/api_docs/python/tf/compat/v1/clip_by_average_norm,[],,
colocate_with,https://www.tensorflow.org/api_docs/python/tf/compat/v1/colocate_with,[],,
cond,https://www.tensorflow.org/api_docs/python/tf/compat/v1/cond,[],,
ConditionalAccumulator,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ConditionalAccumulator,[],tensorflow::ops::ConditionalAccumulator,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conditional-accumulator.html
ConditionalAccumulatorBase,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ConditionalAccumulatorBase,[],,
ConfigProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ConfigProto,[],,
ConfigProto.DeviceCountEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ConfigProto/DeviceCountEntry,[],,
ConfigProto.Experimental,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ConfigProto/Experimental,[],,
confusion_matrix,https://www.tensorflow.org/api_docs/python/tf/compat/v1/confusion_matrix,['tf.compat.v1.math.confusion_matrix'],,
constant,https://www.tensorflow.org/api_docs/python/tf/compat/v1/constant,[],,
container,https://www.tensorflow.org/api_docs/python/tf/compat/v1/container,[],,
control_flow_v2_enabled,https://www.tensorflow.org/api_docs/python/tf/compat/v1/control_flow_v2_enabled,[],,
convert_to_tensor,https://www.tensorflow.org/api_docs/python/tf/compat/v1/convert_to_tensor,[],,
convert_to_tensor_or_indexed_slices,https://www.tensorflow.org/api_docs/python/tf/compat/v1/convert_to_tensor_or_indexed_slices,[],,
convert_to_tensor_or_sparse_tensor,https://www.tensorflow.org/api_docs/python/tf/compat/v1/convert_to_tensor_or_sparse_tensor,[],,
count_nonzero,https://www.tensorflow.org/api_docs/python/tf/compat/v1/count_nonzero,['tf.compat.v1.math.count_nonzero'],,
count_up_to,https://www.tensorflow.org/api_docs/python/tf/compat/v1/count_up_to,[],tensorflow::ops::CountUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/count-up-to.html
create_partitioned_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/create_partitioned_variables,[],,
decode_csv,https://www.tensorflow.org/api_docs/python/tf/compat/v1/decode_csv,['tf.compat.v1.io.decode_csv'],tensorflow::ops::DecodeCSV,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-c-s-v.html
decode_raw,https://www.tensorflow.org/api_docs/python/tf/compat/v1/decode_raw,['tf.compat.v1.io.decode_raw'],tensorflow::ops::DecodeRaw,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-raw.html
delete_session_tensor,https://www.tensorflow.org/api_docs/python/tf/compat/v1/delete_session_tensor,[],tensorflow::ops::DeleteSessionTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/delete-session-tensor.html
depth_to_space,https://www.tensorflow.org/api_docs/python/tf/compat/v1/depth_to_space,['tf.compat.v1.nn.depth_to_space'],tensorflow::ops::DepthToSpace,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depth-to-space.html
device,https://www.tensorflow.org/api_docs/python/tf/compat/v1/device,[],,
DeviceSpec,https://www.tensorflow.org/api_docs/python/tf/compat/v1/DeviceSpec,[],,
Dimension,https://www.tensorflow.org/api_docs/python/tf/compat/v1/Dimension,[],,
disable_control_flow_v2,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_control_flow_v2,[],,
disable_eager_execution,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_eager_execution,[],,
disable_resource_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_resource_variables,[],,
disable_tensor_equality,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_tensor_equality,[],,
disable_v2_behavior,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_v2_behavior,[],,
disable_v2_tensorshape,https://www.tensorflow.org/api_docs/python/tf/compat/v1/disable_v2_tensorshape,[],,
enable_control_flow_v2,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_control_flow_v2,[],,
enable_eager_execution,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_eager_execution,[],,
enable_resource_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_resource_variables,[],,
enable_tensor_equality,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_tensor_equality,[],,
enable_v2_behavior,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_v2_behavior,['tf.compat.v2.enable_v2_behavior'],,
enable_v2_tensorshape,https://www.tensorflow.org/api_docs/python/tf/compat/v1/enable_v2_tensorshape,[],,
Event,https://www.tensorflow.org/api_docs/python/tf/compat/v1/Event,['tf.compat.v1.summary.Event'],,
executing_eagerly,https://www.tensorflow.org/api_docs/python/tf/compat/v1/executing_eagerly,[],,
expand_dims,https://www.tensorflow.org/api_docs/python/tf/compat/v1/expand_dims,[],,
extract_image_patches,https://www.tensorflow.org/api_docs/python/tf/compat/v1/extract_image_patches,['tf.compat.v1.image.extract_image_patches'],tensorflow::ops::ExtractImagePatches,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/extract-image-patches.html
FixedLengthRecordReader,https://www.tensorflow.org/api_docs/python/tf/compat/v1/FixedLengthRecordReader,[],tensorflow::ops::FixedLengthRecordReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fixed-length-record-reader.html
fixed_size_partitioner,https://www.tensorflow.org/api_docs/python/tf/compat/v1/fixed_size_partitioner,[],,
floor_div,https://www.tensorflow.org/api_docs/python/tf/compat/v1/floor_div,[],tensorflow::ops::FloorDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor-div.html
gather,https://www.tensorflow.org/api_docs/python/tf/compat/v1/gather,[],,
gather_nd,https://www.tensorflow.org/api_docs/python/tf/compat/v1/gather_nd,['tf.compat.v1.manip.gather_nd'],,
get_collection,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_collection,[],,
get_collection_ref,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_collection_ref,[],,
get_default_graph,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_default_graph,[],,
get_default_session,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_default_session,[],,
get_local_variable,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_local_variable,[],,
get_seed,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_seed,['tf.compat.v1.random.get_seed'],,
get_session_handle,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_session_handle,[],tensorflow::ops::GetSessionHandle,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/get-session-handle.html
get_session_tensor,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_session_tensor,[],tensorflow::ops::GetSessionTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/get-session-tensor.html
get_variable,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_variable,[],,
get_variable_scope,https://www.tensorflow.org/api_docs/python/tf/compat/v1/get_variable_scope,[],,
global_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/global_variables,[],,
global_variables_initializer,https://www.tensorflow.org/api_docs/python/tf/compat/v1/global_variables_initializer,['tf.compat.v1.initializers.global_variables'],,
GPUOptions,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GPUOptions,[],,
GPUOptions.Experimental,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GPUOptions/Experimental,[],,
GPUOptions.Experimental.VirtualDevices,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GPUOptions/Experimental/VirtualDevices,[],,
gradients,https://www.tensorflow.org/api_docs/python/tf/compat/v1/gradients,[],,
GraphDef,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GraphDef,[],,
GraphKeys,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GraphKeys,[],,
GraphOptions,https://www.tensorflow.org/api_docs/python/tf/compat/v1/GraphOptions,[],,
hessians,https://www.tensorflow.org/api_docs/python/tf/compat/v1/hessians,[],,
HistogramProto,https://www.tensorflow.org/api_docs/python/tf/compat/v1/HistogramProto,[],,
IdentityReader,https://www.tensorflow.org/api_docs/python/tf/compat/v1/IdentityReader,[],tensorflow::ops::IdentityReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/identity-reader.html
initialize_all_tables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/initialize_all_tables,[],,
initialize_all_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/initialize_all_variables,[],,
initialize_local_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/initialize_local_variables,[],,
initialize_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/initialize_variables,[],,
InteractiveSession,https://www.tensorflow.org/api_docs/python/tf/compat/v1/InteractiveSession,[],,
is_variable_initialized,https://www.tensorflow.org/api_docs/python/tf/compat/v1/is_variable_initialized,[],tensorflow::ops::IsVariableInitialized,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-variable-initialized.html
LMDBReader,https://www.tensorflow.org/api_docs/python/tf/compat/v1/LMDBReader,[],tensorflow::ops::LMDBReader,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l-m-d-b-reader.html
load_file_system_library,https://www.tensorflow.org/api_docs/python/tf/compat/v1/load_file_system_library,[],,
local_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/local_variables,[],,
local_variables_initializer,https://www.tensorflow.org/api_docs/python/tf/compat/v1/local_variables_initializer,['tf.compat.v1.initializers.local_variables'],,
LogMessage,https://www.tensorflow.org/api_docs/python/tf/compat/v1/LogMessage,[],,
make_template,https://www.tensorflow.org/api_docs/python/tf/compat/v1/make_template,[],,
MetaGraphDef,https://www.tensorflow.org/api_docs/python/tf/compat/v1/MetaGraphDef,[],,
MetaGraphDef.CollectionDefEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/MetaGraphDef/CollectionDefEntry,[],,
MetaGraphDef.MetaInfoDef,https://www.tensorflow.org/api_docs/python/tf/compat/v1/MetaGraphDef/MetaInfoDef,[],,
MetaGraphDef.SignatureDefEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/MetaGraphDef/SignatureDefEntry,[],,
min_max_variable_partitioner,https://www.tensorflow.org/api_docs/python/tf/compat/v1/min_max_variable_partitioner,[],,
model_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/model_variables,[],,
moving_average_variables,https://www.tensorflow.org/api_docs/python/tf/compat/v1/moving_average_variables,[],,
multinomial,https://www.tensorflow.org/api_docs/python/tf/compat/v1/multinomial,['tf.compat.v1.random.multinomial'],tensorflow::ops::Multinomial,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multinomial.html
NameAttrList,https://www.tensorflow.org/api_docs/python/tf/compat/v1/NameAttrList,[],,
NameAttrList.AttrEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/NameAttrList/AttrEntry,[],,
NodeDef,https://www.tensorflow.org/api_docs/python/tf/compat/v1/NodeDef,[],,
NodeDef.AttrEntry,https://www.tensorflow.org/api_docs/python/tf/compat/v1/NodeDef/AttrEntry,[],,
NodeDef.ExperimentalDebugInfo,https://www.tensorflow.org/api_docs/python/tf/compat/v1/NodeDef/ExperimentalDebugInfo,[],,
norm,https://www.tensorflow.org/api_docs/python/tf/compat/v1/norm,['tf.compat.v1.linalg.norm'],,
no_regularizer,https://www.tensorflow.org/api_docs/python/tf/compat/v1/no_regularizer,[],,
ones_like,https://www.tensorflow.org/api_docs/python/tf/compat/v1/ones_like,[],,
OptimizerOptions,https://www.tensorflow.org/api_docs/python/tf/compat/v1/OptimizerOptions,[],,
op_scope,https://www.tensorflow.org/api_docs/python/tf/compat/v1/op_scope,[],,
pad,https://www.tensorflow.org/api_docs/python/tf/compat/v1/pad,[],,
parse_example,https://www.tensorflow.org/api_docs/python/tf/compat/v1/parse_example,['tf.compat.v1.io.parse_example'],tensorflow::ops::ParseExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-example.html
parse_single_example,https://www.tensorflow.org/api_docs/python/tf/compat/v1/parse_single_example,['tf.compat.v1.io.parse_single_example'],tensorflow::ops::ParseSingleExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-example.html
placeholder,https://www.tensorflow.org/api_docs/python/tf/compat/v1/placeholder,[],tensorflow::ops::Placeholder,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/placeholder.html
placeholder_with_default,https://www.tensorflow.org/api_docs/python/tf/compat/v1/placeholder_with_default,[],tensorflow::ops::PlaceholderWithDefault,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/placeholder-with-default.html
