,support,itemsets,length
350,0.0014260640631856077,"frozenset({'predicted', 'tensor'})",2
416,0.0014260640631856077,"frozenset({'axis', 'vectors'})",2
314,0.0014260640631856077,"frozenset({'tensor', 'matches', 'whose'})",3
834,0.0014260640631856077,"frozenset({'variable', 'shape'})",2
835,0.0014260640631856077,"frozenset({'variable', 'name'})",2
686,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'shape', 'representing', 'd', 'tensor'})",5
685,0.0014260640631856077,"frozenset({'single', 'tensor', 'representing'})",3
684,0.0014260640631856077,"frozenset({'single', 'SOME_DTYPE', 'representing'})",3
681,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'batch', 'representing'})",3
678,0.0014260640631856077,"frozenset({'file', 'name'})",2
743,0.0014260640631856077,"frozenset({'e', 'default'})",2
676,0.0014260640631856077,"frozenset({'values', 'corresponding'})",2
437,0.0014260640631856077,"frozenset({'spatial', 'dimensions', 'SOME_DTYPE'})",3
742,0.0014260640631856077,"frozenset({'e', 'none'})",2
706,0.0014260640631856077,"frozenset({'ssparsetensor', 'tensor', 'type'})",3
488,0.0014260640631856077,"frozenset({'array', 'tensor', 'python', 'd'})",4
460,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'directory'})",2
584,0.0014260640631856077,"frozenset({'data_format', 'tensor', 'd'})",3
152,0.0014260640631856077,"frozenset({'combine', 'SOME_DTYPE'})",2
881,0.0014260640631856077,"frozenset({'optional', 'true'})",2
456,0.0014260640631856077,"frozenset({'mapping', 'SOME_DTYPE'})",2
623,0.0014260640631856077,"frozenset({'optional', 'op', 'name'})",3
151,0.0014260640631856077,"frozenset({'one', 'case', 'insensitive', 'valid'})",4
155,0.0014260640631856077,"frozenset({'value', 'w', 'replicated', 'dimension', 'single', 'given', 'h'})",7
627,0.0014260640631856077,"frozenset({'d', 'indices', 'tensor'})",3
588,0.0014260640631856077,"frozenset({'column', 'name'})",2
485,0.0014260640631856077,"frozenset({'number', 'maximum'})",2
153,0.0014260640631856077,"frozenset({'codepoint', 'invalid'})",2
871,0.0014260640631856077,"frozenset({'values', 'none'})",2
578,0.0014260640631856077,"frozenset({'optional', 'summary'})",2
870,0.0014260640631856077,"frozenset({'input', 'none'})",2
894,0.0014260640631856077,"frozenset({'must', 'tf'})",2
145,0.0014260640631856077,"frozenset({'standard', 'deviation'})",2
569,0.0014260640631856077,"frozenset({'values', 'class'})",2
900,0.0014260640631856077,"frozenset({'d', 'values', 'shape'})",3
410,0.0014260640631856077,"frozenset({'input', 'across'})",2
914,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'dimension', 'SOME_STRUCTURE'})",3
461,0.0014260640631856077,"frozenset({'path', 'directory'})",2
893,0.0014260640631856077,"frozenset({'tf', 'type'})",2
388,0.0014260640631856077,"frozenset({'x', 'y'})",2
717,0.0013163668275559457,"frozenset({'single', 'tensor', 'SOME_STRUCTURE'})",3
334,0.0013163668275559457,"frozenset({'padding', 'explicit'})",2
540,0.0013163668275559457,"frozenset({'key', 'tf'})",2
771,0.0013163668275559457,"frozenset({'whether', 'batch'})",2
541,0.0013163668275559457,"frozenset({'example', 'key'})",2
715,0.0013163668275559457,"frozenset({'single', 'none'})",2
333,0.0013163668275559457,"frozenset({'explicit', 'SOME_DTYPE'})",2
808,0.0013163668275559457,"frozenset({'output', 'function'})",2
776,0.0013163668275559457,"frozenset({'value', 'tensor', 'dtype', 'type', 'd', 'python'})",6
714,0.0013163668275559457,"frozenset({'single', 'd'})",2
390,0.0013163668275559457,"frozenset({'SOME_DTYPE', 'axes'})",2
405,0.0013163668275559457,"frozenset({'applied', 'function', 'matrix', 'kernel'})",4
762,0.0013163668275559457,"frozenset({'set', 'true'})",2
775,0.0013163668275559457,"frozenset({'dtype', 'SOME_STRUCTURE'})",2
82,0.0013163668275559457,"frozenset({'value', 'image_data_format', 'config', 'defaults', 'json', 'file', 'keras', 'found', '~'})",9
352,0.0013163668275559457,"frozenset({'node', 'name'})",2
723,0.0013163668275559457,"frozenset({'SOME_DTYPE', 'order'})",2
795,0.0013163668275559457,"frozenset({'axis', 'tensor', 'batch'})",3
532,0.0013163668275559457,"frozenset({'num_classes', 'predictions'})",2
97,0.0013163668275559457,"frozenset({'lookup', 'embedding'})",2
377,0.0013163668275559457,"frozenset({'collections', 'added', 'metric', 'optional', 'SOME_STRUCTURE'})",5
93,0.0013163668275559457,"frozenset({'give', 'name'})",2
735,0.0013163668275559457,"frozenset({'labels', 'tf'})",2
511,0.0013163668275559457,"frozenset({'positive', 'SOME_DTYPE'})",2
798,0.0013163668275559457,"frozenset({'rank', 'values'})",2
527,0.0013163668275559457,"frozenset({'non', 'negative', 'number'})",3
518,0.0013163668275559457,"frozenset({'d', 'shape', 'm'})",3
99,0.0013163668275559457,"frozenset({'extra', 'args', 'init', 'SOME_STRUCTURE', 'flag', 'strong', 'passed', 'keyword'})",8
536,0.0013163668275559457,"frozenset({'tensor', 'columns'})",2
89,0.0013163668275559457,"frozenset({'axis', 'deprecated', 'old', 'name'})",4
727,0.0013163668275559457,"frozenset({'defaults', 'specified'})",2
524,0.0013163668275559457,"frozenset({'optional', 'SOME_DTYPE', 'names'})",3
539,0.0013163668275559457,"frozenset({'key', 'tensor', 'used'})",3
354,0.0013163668275559457,"frozenset({'outside', 'range'})",2
473,0.0013163668275559457,"frozenset({'start', 'dimension'})",2
683,0.0013163668275559457,"frozenset({'tensor', 'SOME_DTYPE', 'number', 'representing'})",4
817,0.0013163668275559457,"frozenset({'use', 'none'})",2
445,0.0013163668275559457,"frozenset({'result', 'SOME_DTYPE'})",2
118,0.0013163668275559457,"frozenset({'threads', 'number'})",2
664,0.0013163668275559457,"frozenset({'objects', 'tf'})",2
275,0.0013163668275559457,"frozenset({'utf', 'SOME_DTYPE'})",2
260,0.0013163668275559457,"frozenset({'d', 'out_channels', 'in_channels', 'shape'})",4
860,0.0013163668275559457,"frozenset({'used', 'number'})",2
648,0.0013163668275559457,"frozenset({'input', 'convolution'})",2
565,0.0013163668275559457,"frozenset({'stride', 'specifying'})",2
570,0.0013163668275559457,"frozenset({'input', 'given'})",2
640,0.0013163668275559457,"frozenset({'k', 'SOME_DTYPE'})",2
637,0.0013163668275559457,"frozenset({'inputs', 'tensor'})",2
573,0.0013163668275559457,"frozenset({'defaults', 'nhwc'})",2
910,0.0013163668275559457,"frozenset({'one', 'tensor'})",2
626,0.0013163668275559457,"frozenset({'indices', 'must'})",2
580,0.0013163668275559457,"frozenset({'value', 'in_channels'})",2
181,0.0013163668275559457,"frozenset({'parallel', 'number'})",2
466,0.0013163668275559457,"frozenset({'empty', 'SOME_STRUCTURE'})",2
889,0.0013163668275559457,"frozenset({'dimensions', 'number'})",2
890,0.0013163668275559457,"frozenset({'dimensions', 'SOME_STRUCTURE'})",2
480,0.0013163668275559457,"frozenset({'structure', 'tf'})",2
667,0.0013163668275559457,"frozenset({'containing', 'shape'})",2
517,0.0013163668275559457,"frozenset({'must', 'shape', 'm'})",3
443,0.0013163668275559457,"frozenset({'possibly', 'tensor', 'nested', 'SOME_STRUCTURE'})",4
427,0.0013163668275559457,"frozenset({'whether', 'indicating', 'SOME_DTYPE'})",3
696,0.0013163668275559457,"frozenset({'format', 'SOME_DTYPE'})",2
115,0.0013163668275559457,"frozenset({'varlenfeature', 'values', 'SOME_STRUCTURE', 'feature', 'keys', 'mapping'})",6
693,0.0013163668275559457,"frozenset({'example', 'value'})",2
844,0.0013163668275559457,"frozenset({'operation', 'output'})",2
692,0.0013163668275559457,"frozenset({'example', 'SOME_STRUCTURE'})",2
830,0.0013163668275559457,"frozenset({'must', 'length'})",2
690,0.0013163668275559457,"frozenset({'batch_size', 'shape', 'n'})",3
697,0.0013163668275559457,"frozenset({'format', 'data', 'output', 'input'})",4
600,0.0013163668275559457,"frozenset({'operation', 'seed'})",2
116,0.0013163668275559457,"frozenset({'_char', 'utf'})",2
102,0.0013163668275559457,"frozenset({'tensor', 'shaped'})",2
841,0.0013163668275559457,"frozenset({'output', 'dimensions'})",2
117,0.0013163668275559457,"frozenset({'castable', 'SOME_DTYPE'})",2
842,0.0013163668275559457,"frozenset({'output', 'default'})",2
924,0.0013163668275559457,"frozenset({'d', 'SOME_DTYPE', 'SOME_STRUCTURE'})",3
843,0.0013163668275559457,"frozenset({'optional', 'output'})",2
104,0.0013163668275559457,"frozenset({'alternatively', 'could', 'order', 'batch', 'data', 'storage', 'format'})",7
770,0.0012066695919262834,"frozenset({'input', 'whether'})",2
331,0.0012066695919262834,"frozenset({'values', 'ground', 'dimensions', 'whose', 'must', 'truth', 'match', 'predictions', 'tensor'})",9
888,0.0012066695919262834,"frozenset({'optional', 'number'})",2
941,0.0012066695919262834,"frozenset({'operation', 'tensor'})",2
887,0.0012066695919262834,"frozenset({'number', 'must'})",2
75,0.0012066695919262834,"frozenset({'batch_size', 'tensor', 'max_time'})",3
913,0.0012066695919262834,"frozenset({'tensor', 'dimension', 'SOME_STRUCTURE'})",3
880,0.0012066695919262834,"frozenset({'true', 'tf'})",2
317,0.0012066695919262834,"frozenset({'values', 'greater'})",2
909,0.0012066695919262834,"frozenset({'one', 'SOME_STRUCTURE'})",2
387,0.0012066695919262834,"frozenset({'y', 'tensor'})",2
230,0.0012066695919262834,"frozenset({'name', 'tag', 'used', 'tensorboard', 'summary'})",5
917,0.0012066695919262834,"frozenset({'optional', 'default'})",2
794,0.0012066695919262834,"frozenset({'axis', 'SOME_STRUCTURE'})",2
918,0.0012066695919262834,"frozenset({'SOME_STRUCTURE', 'default'})",2
816,0.0012066695919262834,"frozenset({'use', 'default'})",2
859,0.0012066695919262834,"frozenset({'tensor', 'dimensions', 'batch'})",3
732,0.0012066695919262834,"frozenset({'size', 'tensor', 'whose'})",3
654,0.0012066695919262834,"frozenset({'input', 'channels'})",2
559,0.0012066695919262834,"frozenset({'tensor', 'object'})",2
596,0.0012066695919262834,"frozenset({'feature', 'tf'})",2
475,0.0012066695919262834,"frozenset({'convolution', 'dilation'})",2
689,0.0012066695919262834,"frozenset({'batch_size', 'must'})",2
476,0.0012066695919262834,"frozenset({'rate', 'dilation'})",2
432,0.0012066695919262834,"frozenset({'dn', 'n'})",2
587,0.0012066695919262834,"frozenset({'column', 'feature'})",2
583,0.0012066695919262834,"frozenset({'data_format', 'tensor', 'shape'})",3
484,0.0012066695919262834,"frozenset({'value', 'maximum'})",2
702,0.0012066695919262834,"frozenset({'height', 'shape', 'type', 'd', 'width', 'tensor'})",6
458,0.0012066695919262834,"frozenset({'norm', 'value'})",2
705,0.0012066695919262834,"frozenset({'input', 'ssparsetensor'})",2
426,0.0012066695919262834,"frozenset({'order', 'must', 'sorted'})",3
421,0.0012066695919262834,"frozenset({'defined', 'SOME_DTYPE'})",2
568,0.0012066695919262834,"frozenset({'SOME_DTYPE', 'class'})",2
721,0.0012066695919262834,"frozenset({'variable', 'added'})",2
688,0.0012066695919262834,"frozenset({'labels', 'batch_size', 'shape'})",3
687,0.0012066695919262834,"frozenset({'batch_size', 'tensor', 'default'})",3
472,0.0012066695919262834,"frozenset({'start', 'tensor', 'shape'})",3
621,0.0012066695919262834,"frozenset({'tensor', 'op'})",2
636,0.0012066695919262834,"frozenset({'inputs', 'none'})",2
630,0.0012066695919262834,"frozenset({'provided', 'used'})",2
629,0.0012066695919262834,"frozenset({'tensor', 'provided'})",2
453,0.0012066695919262834,"frozenset({'less', 'must'})",2
625,0.0012066695919262834,"frozenset({'indices', 'dimension'})",2
622,0.0012066695919262834,"frozenset({'output', 'op'})",2
655,0.0012066695919262834,"frozenset({'number', 'channels'})",2
603,0.0012066695919262834,"frozenset({'vector', 'shape'})",2
464,0.0012066695919262834,"frozenset({'SOME_DTYPE', 'empty'})",2
449,0.0012066695919262834,"frozenset({'ref', 'must', 'type'})",3
657,0.0012066695919262834,"frozenset({'may', 'SOME_STRUCTURE'})",2
465,0.0012066695919262834,"frozenset({'tensor', 'empty'})",2
613,0.0012066695919262834,"frozenset({'sequence', 'length'})",2
467,0.0012066695919262834,"frozenset({'value', 'means'})",2
722,0.0012066695919262834,"frozenset({'true', 'order'})",2
632,0.0012066695919262834,"frozenset({'window', 'convolution'})",2
529,0.0012066695919262834,"frozenset({'step', 'number'})",2
726,0.0012066695919262834,"frozenset({'specified', 'dimension'})",2
500,0.0012066695919262834,"frozenset({'nchw', 'optional', 'nhwc', 'SOME_DTYPE'})",4
741,0.0012066695919262834,"frozenset({'e', 'tf'})",2
409,0.0012066695919262834,"frozenset({'across', 'width', 'dimensions', 'height'})",4
412,0.0012066695919262834,"frozenset({'values', 'point', 'floating'})",3
516,0.0012066695919262834,"frozenset({'tensor', 'shape', 'm'})",3
520,0.0012066695919262834,"frozenset({'SOME_DTYPE', 'specifies'})",2
738,0.0012066695919262834,"frozenset({'x', 'shape'})",2
402,0.0012066695919262834,"frozenset({'collection', 'added', 'loss'})",3
546,0.0012066695919262834,"frozenset({'values', 'return'})",2
761,0.0012066695919262834,"frozenset({'tensor', 'set'})",2
399,0.0012066695919262834,"frozenset({'function', 'bias'})",2
555,0.0012066695919262834,"frozenset({'SOME_DTYPE', 'dataset'})",2
750,0.0012066695919262834,"frozenset({'SOME_DTYPE', 'range'})",2
512,0.0012066695919262834,"frozenset({'created', 'name'})",2
415,0.0012066695919262834,"frozenset({'vectors', 'SOME_STRUCTURE'})",2
495,0.0012066695919262834,"frozenset({'ops', 'name'})",2
514,0.0010969723562966214,"frozenset({'dimensions', 'shape', 'm'})",3
180,0.0010969723562966214,"frozenset({'run', 'parallel'})",2
515,0.0010969723562966214,"frozenset({'batch', 'm'})",2
612,0.0010969723562966214,"frozenset({'sequence', 'n'})",2
47,0.0010969723562966214,"frozenset({'varlenfeature', 'fixedlenfeature', 'SOME_STRUCTURE'})",3
493,0.0010969723562966214,"frozenset({'operations', 'name'})",2
620,0.0010969723562966214,"frozenset({'op', 'shape'})",2
35,0.0010969723562966214,"frozenset({'SOME_DTYPE', 'shape', 'num_true', 'batch_size', 'type', 'tensor'})",6
463,0.0010969723562966214,"frozenset({'non', 'empty'})",2
606,0.0010969723562966214,"frozenset({'last', 'tensor', 'd'})",3
32,0.0010969723562966214,"frozenset({'specified', 'calls', 'should_stop_fn'})",3
879,0.0010969723562966214,"frozenset({'values', 'true'})",2
624,0.0010969723562966214,"frozenset({'indices', 'SOME_STRUCTURE'})",2
29,0.0010969723562966214,"frozenset({'deciding', 'SOME_DTYPE', 'threshold', 'representing', 'boxes'})",5
28,0.0010969723562966214,"frozenset({'in_width', 'in_channels', 'batch', 'in_depth', 'in_height'})",5
628,0.0010969723562966214,"frozenset({'provided', 'SOME_DTYPE'})",2
219,0.0010969723562966214,"frozenset({'one', 'points'})",2
24,0.0010969723562966214,"frozenset({'commonly', 'shape', 'n'})",3
631,0.0010969723562966214,"frozenset({'window', 'length'})",2
471,0.0010969723562966214,"frozenset({'input', 'start', 'output'})",3
599,0.0010969723562966214,"frozenset({'seed', 'SOME_DTYPE'})",2
892,0.0010969723562966214,"frozenset({'input', 'tf'})",2
605,0.0010969723562966214,"frozenset({'last', 'range'})",2
491,0.0010969723562966214,"frozenset({'column', 'weights'})",2
564,0.0010969723562966214,"frozenset({'value', 'filter'})",2
916,0.0010969723562966214,"frozenset({'shape', 'default'})",2
571,0.0010969723562966214,"frozenset({'instance', 'tf'})",2
572,0.0010969723562966214,"frozenset({'format', 'data', 'nhwc', 'batch'})",4
554,0.0010969723562966214,"frozenset({'tensor', 'dataset'})",2
912,0.0010969723562966214,"frozenset({'defaults', 'dimension'})",2
553,0.0010969723562966214,"frozenset({'dataset', 'SOME_STRUCTURE'})",2
551,0.0010969723562966214,"frozenset({'one', 'per'})",2
550,0.0010969723562966214,"frozenset({'input', 'per'})",2
576,0.0010969723562966214,"frozenset({'tf', 'summary'})",2
577,0.0010969723562966214,"frozenset({'none', 'summary'})",2
499,0.0010969723562966214,"frozenset({'format', 'data', 'nchw', 'batch'})",4
906,0.0010969723562966214,"frozenset({'tensor', 'values', 'SOME_STRUCTURE'})",3
586,0.0010969723562966214,"frozenset({'column', 'provided'})",2
592,0.0010969723562966214,"frozenset({'tensor', 'matrix', 'batch'})",3
502,0.0010969723562966214,"frozenset({'target', 'classes', 'per', 'training', 'example', 'number'})",6
508,0.0010969723562966214,"frozenset({'layer', 'whether'})",2
932,0.0010969723562966214,"frozenset({'optional', 'shape'})",2
531,0.0010969723562966214,"frozenset({'num_classes', 'SOME_DTYPE'})",2
601,0.0010969723562966214,"frozenset({'vector', 'function'})",2
602,0.0010969723562966214,"frozenset({'input', 'vector'})",2
22,0.0010969723562966214,"frozenset({'score', 'boxes', 'SOME_DTYPE', 'representing'})",4
575,0.0010969723562966214,"frozenset({'value', 'summary'})",2
768,0.0010969723562966214,"frozenset({'see', 'SOME_DTYPE'})",2
869,0.0010969723562966214,"frozenset({'dimension', 'none'})",2
724,0.0010969723562966214,"frozenset({'specified', 'used'})",2
414,0.0010969723562966214,"frozenset({'tensor', 'vectors'})",2
734,0.0010969723562966214,"frozenset({'labels', 'n'})",2
366,0.0010969723562966214,"frozenset({'value', 'vocabulary'})",2
731,0.0010969723562966214,"frozenset({'whose', 'SOME_STRUCTURE'})",2
365,0.0010969723562966214,"frozenset({'SOME_DTYPE', 'vocabulary'})",2
361,0.0010969723562966214,"frozenset({'considered', 'tensor'})",2
725,0.0010969723562966214,"frozenset({'specified', 'default'})",2
351,0.0010969723562966214,"frozenset({'node', 'variable'})",2
635,0.0010969723562966214,"frozenset({'inputs', 'range'})",2
713,0.0010969723562966214,"frozenset({'single', 'SOME_DTYPE', 'dimensions'})",3
349,0.0010969723562966214,"frozenset({'predicted', 'values'})",2
712,0.0010969723562966214,"frozenset({'single', 'batch'})",2
813,0.0010969723562966214,"frozenset({'function', 'SOME_DTYPE', 'tf'})",3
420,0.0010969723562966214,"frozenset({'defined', 'tf'})",2
425,0.0010969723562966214,"frozenset({'indices', 'sorted'})",2
704,0.0010969723562966214,"frozenset({'ssparsetensor', 'tf'})",2
740,0.0010969723562966214,"frozenset({'e', 'values'})",2
793,0.0010969723562966214,"frozenset({'axis', 'default'})",2
792,0.0010969723562966214,"frozenset({'axis', 'must'})",2
385,0.0010969723562966214,"frozenset({'in_width', 'shape', 'batch'})",3
764,0.0010969723562966214,"frozenset({'either', 'value'})",2
773,0.0010969723562966214,"frozenset({'dtype', 'must'})",2
774,0.0010969723562966214,"frozenset({'dtype', 'output'})",2
760,0.0010969723562966214,"frozenset({'set', 'used'})",2
759,0.0010969723562966214,"frozenset({'set', 'values'})",2
758,0.0010969723562966214,"frozenset({'either', 'set', 'must'})",3
779,0.0010969723562966214,"frozenset({'input', 'python'})",2
780,0.0010969723562966214,"frozenset({'python', 'SOME_DTYPE', 'name'})",3
754,0.0010969723562966214,"frozenset({'shape', 'returned'})",2
407,0.0010969723562966214,"frozenset({'sample', 'number'})",2
389,0.0010969723562966214,"frozenset({'compute', 'axes'})",2
785,0.0010969723562966214,"frozenset({'type', 'tensor', 'n'})",3
749,0.0010969723562966214,"frozenset({'shape', 'range'})",2
748,0.0010969723562966214,"frozenset({'tensor', 'range'})",2
408,0.0010969723562966214,"frozenset({'sample', 'classes'})",2
701,0.0010969723562966214,"frozenset({'input', 'width', 'height'})",3
822,0.0010969723562966214,"frozenset({'optional', 'data'})",2
823,0.0010969723562966214,"frozenset({'data', 'value'})",2
663,0.0010969723562966214,"frozenset({'tensor', 'objects', 'shape'})",3
298,0.0010969723562966214,"frozenset({'in_channels', 'shape', 'filter_width', 'd', 'tensor'})",5
448,0.0010969723562966214,"frozenset({'tensor', 'values', 'ref'})",3
274,0.0010969723562966214,"frozenset({'byte', 'utf'})",2
853,0.0010969723562966214,"frozenset({'dimension', 'batch'})",2
259,0.0010969723562966214,"frozenset({'out_channels', 'tensor', 'in_channels', 'shape'})",4
258,0.0010969723562966214,"frozenset({'quantized', 'value', 'SOME_DTYPE', 'represents'})",4
769,0.0010969723562966214,"frozenset({'whether', 'output'})",2
858,0.0010969723562966214,"frozenset({'d', 'dimensions', 'batch'})",3
653,0.0010969723562966214,"frozenset({'height', 'channels', 'order', 'batch', 'data', 'format', 'width'})",7
652,0.0010969723562966214,"frozenset({'SOME_DTYPE', 'channels'})",2
450,0.0010969723562966214,"frozenset({'tensor', 'create'})",2
643,0.0010969723562966214,"frozenset({'classes', 'batch'})",2
642,0.0010969723562966214,"frozenset({'padding', 'used'})",2
457,0.0010969723562966214,"frozenset({'norm', 'tensor'})",2
639,0.0010969723562966214,"frozenset({'k', 'shape'})",2
447,0.0010969723562966214,"frozenset({'indices', 'tensor', 'ref'})",3
666,0.0010969723562966214,"frozenset({'containing', 'tensor', 'values'})",3
430,0.0010969723562966214,"frozenset({'d', 'dn'})",2
671,0.0010969723562966214,"frozenset({'elements', 'order'})",2
322,0.0010969723562966214,"frozenset({'num_labels', 'n'})",2
321,0.0010969723562966214,"frozenset({'num_labels', 'dn'})",2
431,0.0010969723562966214,"frozenset({'match', 'must', 'dn'})",3
829,0.0010969723562966214,"frozenset({'SOME_STRUCTURE', 'defaults', 'SOME_DTYPE', 'length'})",4
433,0.0010969723562966214,"frozenset({'constant', 'value'})",2
313,0.0010969723562966214,"frozenset({'tensor', 'matches', 'shape'})",3
833,0.0010969723562966214,"frozenset({'variable', 'used'})",2
434,0.0010969723562966214,"frozenset({'constant', 'SOME_DTYPE'})",2
307,0.0010969723562966214,"frozenset({'csv', 'SOME_DTYPE'})",2
306,0.0010969723562966214,"frozenset({'csv', 'SOME_STRUCTURE'})",2
839,0.0010969723562966214,"frozenset({'output', 'must'})",2
840,0.0010969723562966214,"frozenset({'output', 'SOME_STRUCTURE'})",2
680,0.0010969723562966214,"frozenset({'SOME_STRUCTURE', 'representing'})",2
436,0.0010969723562966214,"frozenset({'single', 'value', 'spatial', 'dimensions'})",4
672,0.0010969723562966214,"frozenset({'elements', 'batch'})",2
0,0.0010969723562966214,"frozenset({'value', 'specifying', 'dilation_rate', 'incompatible', '!'})",5
