class,Type,name,input,link,source_code
,function,torch.nn.functional.soft_margin_loss,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.soft_margin_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#soft_margin_loss
,function,torch.nn.functional.triplet_margin_loss,"anchor,positive,negative,margin=1.0,p=2,eps=1e-06,swap=False,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.triplet_margin_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#triplet_margin_loss
,function,torch.nn.functional.pixel_shuffle,,https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.pixel_shuffle,
,function,torch.nn.functional.pad,"input,pad,mode='constant',value=0",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.pad,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#pad
,function,torch.nn.functional.interpolate,"input,size=None,scale_factor=None,mode='nearest',align_corners=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.interpolate,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#interpolate
,function,torch.nn.functional.upsample,"input,size=None,scale_factor=None,mode='nearest',align_corners=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.upsample,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#upsample
,function,torch.nn.functional.upsample_nearest,"input,size=None,scale_factor=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.upsample_nearest,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#upsample_nearest
,function,torch.nn.functional.upsample_bilinear,"input,size=None,scale_factor=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.upsample_bilinear,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#upsample_bilinear
,function,torch.nn.functional.grid_sample,"input,grid,mode='bilinear',padding_mode='zeros',align_corners=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.grid_sample,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#grid_sample
,function,torch.nn.functional.affine_grid,"theta,size,align_corners=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.affine_grid,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#affine_grid
,function,torch.nn.parallel.data_parallel,"module,inputs,device_ids=None,output_device=None,dim=0,module_kwargs=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.parallel.data_parallel,https://pytorch.org/docs/stable/_modules/torch/nn/parallel/data_parallel.html#data_parallel
