class,Type,name,input,link,source_code
torch.nn.Module,method,modules,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.modules,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.modules
torch.nn.Module,method,named_buffers,"prefix='',recurse=True",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.named_buffers,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.named_buffers
torch.nn.Module,method,named_children,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.named_children,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.named_children
torch.nn.Module,method,named_modules,"memo=None,prefix=''",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.named_modules,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.named_modules
torch.nn.Module,method,named_parameters,"prefix='',recurse=True",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.named_parameters,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.named_parameters
torch.nn.Module,method,parameters,recurse=True,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.parameters,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.parameters
torch.nn.Module,method,register_backward_hook,hook,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_backward_hook,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.register_backward_hook
torch.nn.Module,method,register_buffer,"name,tensor",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_buffer,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.register_buffer
torch.nn.Module,method,register_forward_hook,hook,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_forward_hook,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.register_forward_hook
torch.nn.Module,method,register_forward_pre_hook,hook,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_forward_pre_hook,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.register_forward_pre_hook
torch.nn.Module,method,register_parameter,"name,param",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_parameter,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.register_parameter
torch.nn.Module,method,requires_grad_,requires_grad=True,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.requires_grad_,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.requires_grad_
torch.nn.Module,method,state_dict,"destination=None,prefix='',keep_vars=False",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.state_dict,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.state_dict
